time_s,Fp1,Fz,Cz,Pz,P3,P4,O1,O2
9.015625,4.178,5.983,7.023,6.107,6.229,1.142,3.631,-2.045
9.01953125,3.111,5.697,7.225,4.835,4.402,2.12,0.087,-4.793
9.0234375,6.311,4.898,4.31,3.517,2.807,0.794,-3.257,-5.279
9.02734375,5.63,5.91,3.103,-0.669,3.449,-1.445,-5.179,-4.761
9.03125,4.944,5.139,3.053,-0.458,1.046,-3.901,-5.842,-6.424
9.03515625,5.748,4.531,2.145,-0.747,-0.86,-4.033,-6.59,-7.453
9.0390625,5.46,3.886,0.85,-5.258,-1.474,-3.714,-6.64,-4.246
9.04296875,5.296,2.369,0.115,-6.47,-3.1,-7.359,-5.441,-5.736
9.046875,3.875,0.5,-2.684,-5.17,-3.991,-5.646,-5.791,-5.254
9.05078125,2.2,0.55,-6.12,-5.968,-5.165,-4.931,-5.145,-2.323
9.0546875,2.708,-2.225,-5.696,-3.323,-7.193,-7.443,-7.119,-1.988
9.05859375,3.125,-3.627,-7.364,-4.806,-5.67,-8.041,-3.218,0.293
9.0625,-1.418,-4.193,-7.62,-4.298,-6.237,-8.952,-3.052,0.608
9.06640625,-2.41,-5.384,-5.24,-5.419,-6.675,-4.764,-2.152,4.051
9.0703125,-1.122,-6.649,-6.144,-1.98,-6.917,-2.844,0.788,5.509
9.07421875,-2.207,-8.454,-1.216,-0.061,-7.042,-0.442,2.903,6.543
9.078125,-4.387,-4.813,-2.184,0.266,-5.275,0.318,2.246,8.176
9.08203125,-7.647,-5.647,-5.041,3.512,-3.622,-0.158,2.742,7.863
9.0859375,-4.609,-4.497,-3.239,1.815,-3.661,1.162,7.439,6.476
9.08984375,-8.378,-5.616,0.135,6.312,-1.902,3.287,7.042,6.094
9.09375,-5.425,-0.438,0.796,5.262,-1.687,2.813,8.456,5.176
9.09765625,-5.831,-1.221,1.18,6.57,0.097,4.89,7.159,2.657
9.1015625,-4.745,0.397,3.048,4.923,-0.515,7.204,7.443,0.883
9.10546875,-4.823,0.723,4.749,6.954,5.358,6.405,4.376,-2.876
9.109375,-7.274,2.11,7.242,4.212,2.136,5.665,6.472,-3.219
9.11328125,-2.712,0.858,7.321,3.669,5.244,6.531,1.535,-5.91
9.1171875,-3.152,4.856,4.524,2.066,4.766,8.598,-1.115,-8.18
9.12109375,0.04,4.362,7.24,-1.292,7.759,5.508,-0.405,-6.16
9.125,-0.366,4.696,4.855,-1.08,5.556,5.285,-2.529,-6.527
9.12890625,3.063,4.633,4.076,-2.417,6.922,3.021,-3.52,-7.408
9.1328125,2.51,5.194,3.637,-4.183,5.388,1.479,-5.134,-7.493
9.13671875,2.111,7.044,1.374,-5.466,7.727,1.443,-7.433,-8.416
9.140625,3.688,5.478,-1.155,-4.245,6.077,-1.511,-7.915,-3.846
9.14453125,6.776,5.823,-1.731,-6.432,5.31,-2.371,-7.809,-1.06
9.1484375,7.392,6.212,-4.487,-7.448,5.275,-5.366,-9.715,-0.728
9.15234375,4.941,1.14,-4.454,-6.279,0.736,-5.941,-6.737,1.992
9.15625,4.883,1.314,-7.612,-0.294,-0.803,-7.255,-5.652,3.778
9.16015625,4.926,0.395,-6.268,-3.756,1.715,-6.137,-3.665,7.987
9.1640625,5.395,-0.311,-8.006,-2.618,-1.501,-8.935,-2.441,6.45
9.16796875,3.641,0.206,-5.333,-0.03,-1.021,-7.827,0.378,7.816
9.171875,5.191,-4.22,-5.336,3.125,-2.286,-7.567,3.476,6.281
9.17578125,3.977,-6.728,-3.304,1.942,-4.637,-7.004,1.213,5.596
9.1796875,2.806,-7.92,-4.79,5.903,-5.644,-3.794,5.039,6.748
9.18359375,1.004,-4.828,-3.013,5.391,-6.269,-4.09,5.743,4.491
9.1875,0.68,-6.802,1.555,8.671,-7.302,-1.245,6.139,3.545
9.19140625,-1.711,-5.911,2.028,5.59,-7.725,-1.591,8.706,0.668
9.1953125,-2.789,-4.419,2.176,6.69,-5.541,-0.073,6.028,-0.02
9.19921875,-1.912,-5.451,1.616,5.964,-7.0,1.634,6.478,-3.657
9.203125,-4.115,-2.92,5.687,3.148,-6.563,3.371,5.477,-3.983
9.20703125,-4.781,-4.363,5.332,4.459,-2.621,6.395,5.301,-7.222
9.2109375,-3.869,-1.031,6.639,1.657,-3.587,6.69,5.263,-8.329
9.21484375,-3.953,-3.226,4.786,-0.963,-3.595,7.72,0.419,-5.782
9.21875,-6.028,3.391,8.219,-3.589,-2.908,7.349,1.887,-6.862
9.22265625,-5.873,1.548,4.936,-5.739,-0.326,8.238,-0.668,-4.694
9.2265625,-6.315,0.649,4.223,-5.342,2.857,9.129,-5.18,-3.136
9.23046875,-5.64,2.703,2.237,-6.211,2.279,6.301,-5.452,-4.269
9.234375,-2.446,3.913,1.139,-8.437,1.29,5.083,-6.829,-2.747
9.23828125,-3.887,5.95,-0.777,-6.361,3.563,5.384,-6.915,0.17
9.2421875,-2.332,6.496,-3.535,-3.708,6.058,3.999,-4.684,-0.998
9.24609375,-0.469,8.026,-3.818,-4.915,5.322,-0.96,-7.126,2.28
9.25,-1.804,3.853,-5.375,-5.45,5.731,-0.452,-7.277,4.158
9.25390625,1.469,4.103,-5.319,-4.3,6.622,-3.812,-5.984,5.966
9.2578125,3.741,6.425,-5.729,0.417,7.124,-3.44,-2.934,6.582
9.26171875,2.345,2.683,-4.413,2.469,6.405,-2.854,-3.534,7.515
9.265625,3.553,3.334,-5.378,4.246,6.041,-6.192,-1.912,7.22
9.26953125,4.13,-1.41,-6.012,4.668,5.539,-4.638,-0.471,5.497
9.2734375,5.84,0.619,-2.744,3.254,6.515,-8.184,1.341,4.502
9.27734375,6.179,-2.13,-1.666,4.926,2.087,-6.195,2.016,1.359
9.28125,5.253,-3.77,-3.208,6.208,1.383,-5.381,5.283,-0.012
9.28515625,5.085,-3.323,-2.246,7.485,1.502,-6.418,9.33,-1.099
9.2890625,5.016,-5.305,0.403,5.713,-1.575,-3.1,8.056,-0.796
9.29296875,4.509,-4.607,1.232,4.608,-2.221,-2.037,4.384,-3.027
9.296875,3.849,-4.235,3.201,2.88,-4.791,-1.189,8.3,-3.94
9.30078125,1.908,-7.873,6.403,1.498,-3.607,-2.542,4.805,-6.876
9.3046875,1.679,-4.842,5.438,1.141,-6.055,0.389,5.081,-8.58
9.30859375,1.164,-5.51,5.715,-0.655,-7.282,2.45,4.583,-7.492
9.3125,1.433,-6.359,5.632,-1.867,-6.992,3.697,1.072,-6.978
9.31640625,-0.234,-4.87,6.156,-5.69,-5.313,5.456,1.183,-5.709
9.3203125,-1.208,-2.621,4.235,-6.083,-7.861,6.366,-2.915,-5.634
9.32421875,-5.208,-3.339,6.454,-6.838,-7.93,8.183,-3.268,0.152
9.328125,-4.33,-1.347,3.586,-7.62,-5.388,5.82,-4.343,-1.86
9.33203125,-4.702,-1.823,1.949,-6.584,-2.536,7.42,-5.475,0.768
9.3359375,-5.528,4.374,2.872,-7.509,-4.276,6.557,-6.575,3.228
9.33984375,-6.503,5.127,0.547,-6.055,-1.591,7.658,-5.559,4.469
9.34375,-4.021,6.234,-2.558,-2.303,-2.961,4.59,-6.967,6.589
9.34765625,-5.981,7.348,-4.191,1.152,-1.162,4.88,-5.843,6.655
9.3515625,-4.413,5.115,-4.427,1.335,1.221,4.627,-2.967,6.456
9.35546875,-6.043,5.956,-5.049,5.074,2.567,0.466,-3.778,6.583
9.359375,-4.035,5.571,-7.414,5.734,5.322,-0.076,-3.669,5.115
9.36328125,-2.892,5.303,-5.215,4.699,3.226,-2.859,-1.713,4.18
9.3671875,-1.153,5.776,-5.558,5.314,5.258,-3.14,1.51,2.919
9.37109375,0.703,3.873,-5.261,6.569,5.677,-2.295,2.015,-1.137
9.375,-0.55,5.596,-4.652,7.442,6.712,-3.453,4.731,-0.567
9.37890625,0.201,-1.001,-4.569,8.705,6.614,-6.422,5.198,-2.536
9.3828125,2.921,-0.231,-2.775,6.009,9.201,-8.336,5.719,-3.712
9.38671875,4.512,-1.456,0.18,3.992,7.622,-6.625,7.657,-3.858
9.390625,3.441,-3.26,0.632,1.84,5.731,-7.857,6.303,-7.231
9.39453125,5.677,-3.451,2.994,2.377,5.677,-5.771,6.151,-6.463
9.3984375,4.329,-5.802,2.02,-0.489,6.979,-6.395,7.252,-9.96
9.40234375,7.131,-5.58,4.201,-3.732,4.942,-4.27,6.167,-7.846
9.40625,6.687,-5.777,7.115,-3.817,1.882,-2.422,5.457,-6.355
9.41015625,5.642,-7.92,6.716,-5.988,1.067,-3.098,5.42,-4.564
9.4140625,3.644,-6.821,6.54,-8.512,-4.781,-0.069,1.908,-2.015
9.41796875,3.896,-5.352,7.726,-4.746,-4.333,1.597,-1.112,-2.07
9.421875,3.071,-5.819,6.876,-5.98,-6.108,1.976,-2.273,1.413
9.42578125,2.92,-5.214,5.568,-5.699,-5.275,5.133,-3.727,3.222
9.4296875,2.287,-2.363,4.129,-3.28,-5.254,5.927,-5.649,4.432
9.43359375,-0.778,1.141,0.911,-2.395,-7.124,6.114,-5.29,4.564
9.4375,-1.601,-0.955,0.539,-1.773,-7.488,5.58,-7.214,8.724
9.44140625,-0.211,1.057,0.129,-0.36,-7.462,7.078,-7.652,7.805
9.4453125,-3.46,2.805,-4.1,2.616,-4.228,6.233,-6.271,7.966
9.44921875,-4.276,3.395,-3.389,4.325,-6.27,4.394,-7.553,5.318
9.453125,-4.408,5.885,-5.948,5.824,-5.244,7.311,-6.168,4.668
9.45703125,-3.994,7.276,-5.618,7.277,-4.267,6.084,-3.33,5.005
9.4609375,-5.488,4.639,-5.74,7.429,-5.309,3.794,-2.943,4.096
9.46484375,-6.086,6.215,-6.397,6.951,-3.975,3.57,-1.178,0.843
9.46875,-5.3,5.521,-6.37,5.038,-0.23,0.73,1.453,0.261
9.47265625,-7.857,6.051,-6.908,3.684,-2.685,0.946,3.218,-4.112
9.4765625,-6.276,5.128,-2.981,3.36,0.629,-2.569,3.892,-5.484
9.48046875,-6.536,4.589,-4.881,4.376,2.697,-4.132,3.76,-6.652
9.484375,-2.379,1.336,-1.728,-1.358,1.493,-3.705,5.904,-8.021
9.48828125,-2.718,1.415,1.637,-1.568,4.112,-5.093,5.451,-3.817
9.4921875,-3.555,0.822,0.033,-3.88,3.274,-4.975,6.052,-7.278
9.49609375,-1.498,1.305,3.92,-4.44,5.386,-7.401,5.439,-4.974
9.5,-0.277,-3.574,3.626,-5.924,5.086,-5.36,6.358,-4.021
9.50390625,0.124,-2.839,6.702,-6.662,6.908,-6.216,4.269,-3.043
9.5078125,2.07,-4.483,7.364,-5.638,7.677,-6.512,6.124,-0.61
9.51171875,4.976,-5.67,5.286,-5.751,5.041,-7.893,1.413,-0.735
9.515625,3.43,-3.866,8.106,-6.842,5.117,-2.976,1.648,1.563
9.51953125,5.826,-5.455,6.508,-5.565,5.057,-2.239,-0.771,3.995
9.5234375,4.381,-6.104,3.124,-1.596,2.919,-0.88,-4.747,4.936
9.52734375,4.832,-5.173,3.55,2.781,3.237,0.268,-4.565,8.34
9.53125,5.632,-3.806,4.048,0.66,3.352,2.08,-5.819,4.972
9.53515625,3.703,-3.654,1.792,3.937,1.076,4.599,-5.349,8.553
9.5390625,3.925,-4.626,-0.928,3.312,0.577,6.948,-6.399,7.396
9.54296875,4.055,-2.423,-1.487,4.666,-2.02,5.243,-6.782,4.456
9.546875,3.029,-1.203,-1.983,6.505,-5.011,6.393,-6.987,6.449
9.55078125,3.537,-0.659,-1.638,4.521,-4.165,6.28,-7.6,1.212
9.5546875,4.801,1.741,-2.85,5.281,-2.946,6.375,-5.69,1.456
9.55859375,1.278,0.365,-4.893,7.757,-5.484,5.252,-3.026,-1.435
9.5625,0.733,5.88,-6.57,3.622,-7.587,5.281,-4.339,-2.593
9.56640625,0.119,4.058,-6.378,4.025,-8.048,6.837,-3.514,-4.176
9.5703125,-3.187,4.218,-8.273,2.454,-5.774,3.874,2.773,-6.393
9.57421875,-3.255,6.479,-4.237,0.296,-5.954,1.621,1.437,-5.031
9.578125,-3.678,6.521,-4.845,-0.665,-5.66,3.958,4.137,-8.433
9.58203125,-5.042,7.889,-2.513,-2.082,-6.388,-0.417,4.617,-6.258
9.5859375,-6.752,5.176,-0.071,-3.303,-5.319,-2.379,7.723,-4.91
9.58984375,-8.545,5.229,-0.831,-5.055,-2.052,-5.106,6.01,-6.931
9.59375,-5.879,2.231,5.28,-8.0,-1.023,-6.278,4.913,-6.747
9.59765625,-6.54,1.731,2.833,-5.331,-0.32,-6.575,6.971,-2.592
9.6015625,-5.237,0.79,2.301,-6.064,-0.229,-8.121,6.351,-0.924
9.60546875,-6.66,-1.131,7.717,-7.547,2.86,-9.037,6.39,1.658
9.609375,-1.341,-3.417,3.559,-3.93,3.41,-6.513,3.729,3.348
9.61328125,-3.827,-1.028,6.425,-2.473,4.591,-8.725,2.648,6.508
9.6171875,-3.527,-5.663,5.139,-2.726,4.998,-2.669,1.536,5.281
9.62109375,-1.765,-3.985,5.395,-1.368,5.698,-4.772,-0.91,8.677
9.625,-0.726,-6.97,5.702,2.907,6.9,-3.155,-1.156,8.473
9.62890625,2.166,-6.134,0.651,2.292,5.977,-1.959,-4.39,5.196
9.6328125,4.162,-6.815,3.116,5.316,5.654,-2.337,-7.745,6.377
9.63671875,3.314,-7.226,1.271,5.816,5.698,-1.496,-5.081,3.766
9.640625,3.289,-5.021,-1.323,6.992,7.402,-0.308,-7.055,4.668
9.64453125,5.953,-6.24,-2.007,6.442,4.57,4.077,-6.071,2.9
9.6484375,5.033,-6.761,-3.023,9.249,5.535,2.875,-5.207,-0.329
9.65234375,4.845,-2.189,-5.537,5.072,3.81,6.184,-8.471,-1.322
9.65625,5.57,-1.632,-4.935,6.391,-0.652,4.486,-3.893,-6.215
9.66015625,6.835,1.206,-6.01,2.415,0.905,6.103,-3.212,-5.999
9.6640625,6.251,0.475,-8.214,3.271,-3.317,8.537,-1.845,-5.601
9.66796875,5.769,4.944,-7.603,0.055,-2.439,6.2,-1.038,-8.284
9.671875,3.702,2.153,-7.347,1.165,-5.312,7.274,2.677,-8.643
9.67578125,4.084,3.671,-6.475,-3.106,-2.49,6.421,4.331,-5.643
9.6796875,2.533,6.605,-1.949,-3.497,-3.824,4.005,2.287,-5.097
9.68359375,1.254,8.417,-1.668,-7.81,-7.047,2.95,8.403,-4.889
9.6875,1.064,6.339,0.093,-7.652,-6.966,1.315,5.447,0.156
9.69140625,-2.233,4.765,1.124,-7.703,-7.401,1.408,6.553,-2.578
9.6953125,-1.075,7.888,3.462,-4.615,-6.137,-2.505,7.715,1.997
9.69921875,-1.921,6.667,2.289,-4.083,-6.222,-2.84,6.672,2.698
9.703125,-3.318,5.025,4.345,-5.328,-4.503,-3.142,3.642,7.028
9.70703125,-4.72,2.522,3.928,-3.856,-4.891,-5.131,4.611,6.206
9.7109375,-4.538,1.359,8.578,-0.415,-1.709,-6.003,2.752,6.072
9.71484375,-6.956,1.559,7.931,1.826,-1.502,-8.287,0.472,6.816
9.71875,-7.732,-0.123,5.488,2.683,-0.558,-8.472,0.031,7.642
9.72265625,-7.048,-2.37,7.139,4.858,0.398,-7.047,-1.039,7.778
9.7265625,-4.222,-1.877,3.664,5.016,0.612,-6.812,-3.871,5.214
9.73046875,-4.512,-4.629,3.871,7.189,2.901,-5.839,-7.555,5.491
9.734375,-3.638,-4.591,3.433,6.098,5.771,-4.74,-5.854,2.821
9.73828125,-3.375,-6.745,-1.052,6.446,4.998,-5.382,-7.278,-1.92
9.7421875,-1.157,-7.881,-0.606,7.702,5.976,-1.116,-6.522,-1.766
9.74609375,-0.965,-6.451,-3.369,5.078,6.048,-2.338,-7.974,-1.719
9.75,1.014,-4.466,-4.708,4.295,4.519,2.014,-7.706,-5.952
9.75390625,-0.875,-5.383,-5.592,3.428,7.787,2.294,-7.827,-4.592
9.7578125,2.311,-4.68,-3.215,2.052,7.673,3.761,-3.07,-7.734
9.76171875,3.165,-1.787,-6.699,-1.964,5.41,3.312,-3.587,-7.883
9.765625,2.62,-0.881,-4.327,-2.695,5.895,5.807,0.671,-7.419
9.76953125,4.212,-0.673,-8.398,-5.225,5.446,6.775,1.269,-6.003
9.7734375,6.787,-1.122,-3.355,-6.597,3.436,6.577,0.982,-4.851
9.77734375,7.444,2.329,-2.599,-5.911,3.28,6.417,4.551,-3.71
9.78125,4.613,2.976,-3.926,-6.291,1.971,6.339,5.534,-1.616
9.78515625,5.587,1.497,-1.049,-7.715,-0.534,7.111,4.492,2.133
9.7890625,6.582,6.707,-0.603,-6.927,0.408,4.445,5.223,1.798
9.79296875,5.859,5.601,2.125,-2.636,-3.222,5.079,8.733,2.276
9.796875,3.793,6.692,1.254,-1.941,-4.18,3.135,5.745,6.226
9.80078125,2.339,7.069,4.684,-2.829,-3.88,0.26,6.73,5.771
9.8046875,1.735,7.742,5.139,1.09,-5.958,0.864,3.216,7.473
9.80859375,0.772,6.501,5.409,1.457,-6.16,-1.996,4.953,7.889
9.8125,-2.578,4.773,6.066,1.074,-6.723,-2.414,1.845,8.329
9.81640625,-1.058,3.428,4.109,4.575,-6.813,-3.89,1.82,6.25
9.8203125,-4.606,4.742,6.375,5.71,-7.125,-5.616,-0.016,2.967
9.82421875,-2.214,3.289,2.567,7.526,-7.11,-6.34,-2.272,1.635
9.828125,-4.756,-1.145,4.937,6.402,-4.858,-4.834,-4.731,-0.044
9.83203125,-4.36,-1.256,3.225,7.584,-5.55,-8.501,-5.696,-0.166
9.8359375,-4.819,-3.487,-0.741,4.619,-4.842,-7.67,-4.183,-3.685
9.83984375,-3.178,-6.293,0.414,5.272,-3.696,-6.651,-6.571,-3.306
9.84375,-6.182,-4.923,-1.34,3.731,-2.428,-3.543,-7.589,-7.977
9.84765625,-5.498,-5.035,-2.706,-0.407,-2.38,-2.725,-6.638,-8.322
9.8515625,-7.5,-6.723,-4.433,0.376,1.299,-1.516,-6.492,-7.157
9.85546875,-4.049,-7.624,-6.433,-2.81,2.633,-0.838,-4.547,-5.892
9.859375,-3.077,-6.429,-6.958,-4.388,5.88,0.953,-2.452,-4.964
9.86328125,-2.657,-5.799,-6.522,-4.919,4.679,1.931,-2.646,-6.166
9.8671875,-4.717,-4.302,-7.08,-6.524,5.49,3.038,0.459,-3.667
9.87109375,-0.217,-3.379,-7.747,-4.913,6.821,2.515,1.994,-1.824
9.875,0.306,-2.298,-5.389,-7.494,4.073,6.71,3.436,-0.97
9.87890625,0.311,-2.451,-4.649,-7.504,7.654,7.484,5.572,0.392
9.8828125,0.057,1.933,-4.024,-4.038,6.271,6.664,3.935,5.095
9.88671875,3.57,1.951,0.784,-4.115,6.833,5.705,6.169,1.639
9.890625,2.82,2.565,1.422,0.414,5.911,5.861,5.926,4.284
9.89453125,4.894,3.208,-0.398,0.11,4.934,6.508,6.614,7.738
9.8984375,5.879,3.93,2.902,1.958,2.222,3.112,4.935,9.823
9.90234375,5.05,5.589,6.643,-0.222,4.443,3.447,5.773,7.003
9.90625,6.993,6.25,5.697,1.842,0.744,4.278,4.092,5.371
9.91015625,3.941,8.929,4.772,7.292,1.819,2.081,2.073,3.743
9.9140625,4.234,6.169,6.893,6.864,-2.827,-0.065,-0.152,2.18
9.91796875,3.855,4.331,5.484,5.519,-1.832,-0.753,0.934,0.941
9.921875,5.714,5.1,3.277,6.905,-3.068,-1.097,-2.075,0.186
9.92578125,5.442,4.621,5.496,4.887,-6.538,-4.778,-3.239,-2.806
9.9296875,2.274,3.858,4.142,3.11,-6.51,-5.418,-6.151,-4.694
9.93359375,-1.596,1.67,1.641,4.758,-4.628,-6.908,-5.488,-6.383
9.9375,0.927,1.51,0.571,1.495,-8.242,-9.337,-7.782,-7.235
9.94140625,-0.613,-3.56,0.425,-0.602,-5.252,-7.888,-9.02,-7.935
9.9453125,-2.603,-3.774,-1.059,-1.498,-7.954,-6.607,-9.143,-9.143
9.94921875,-3.391,-3.566,-5.264,-3.881,-6.093,-6.48,-7.258,-5.202
9.953125,-1.985,-3.492,-3.863,-6.19,-6.699,-5.753,-7.714,-7.013
9.95703125,-5.774,-5.432,-5.134,-5.443,-5.29,-1.727,-3.648,-4.932
9.9609375,-4.863,-4.012,-6.133,-9.317,-3.846,-3.756,-2.483,-2.999
9.96484375,-6.015,-7.234,-8.862,-5.728,-2.151,-3.389,-1.071,0.186
9.96875,-6.649,-8.035,-4.123,-3.863,0.131,-1.555,-0.294,0.723
9.97265625,-7.663,-3.05,-7.33,-6.532,0.175,-0.849,0.041,1.598
9.9765625,-4.843,-1.475,-4.274,-2.498,1.902,0.985,3.3,3.701
9.98046875,-5.705,-4.62,-2.326,-2.981,3.854,5.07,4.038,6.365
9.984375,-3.722,-2.465,-2.369,1.81,4.065,4.911,4.916,6.239
9.98828125,-0.641,-3.364,0.366,0.637,5.138,6.473,6.64,7.216
9.9921875,-0.803,-0.702,-0.073,2.861,5.499,6.046,6.678,5.358
9.99609375,-1.4,0.907,0.717,2.446,8.414,8.013,6.293,7.383
10.0,0.498,3.657,4.083,5.04,8.141,7.841,5.71,5.468
10.00390625,3.133,2.832,3.146,5.07,6.388,8.299,5.264,5.084
10.0078125,2.45,3.707,3.936,5.548,8.002,6.372,3.253,0.871
10.01171875,3.285,6.135,7.029,7.381,5.733,5.388,1.998,1.371
10.015625,4.819,5.859,4.301,5.23,4.776,2.853,-0.016,-2.776
10.01953125,4.513,5.101,9.487,2.929,7.099,2.246,-0.916,-3.459
10.0234375,6.366,7.458,3.955,3.652,4.816,0.805,-1.696,-5.289
10.02734375,6.97,3.761,4.428,1.434,3.645,-1.452,-4.742,-6.39
10.03125,7.131,5.031,4.853,0.7,3.823,-0.097,-5.391,-6.653
10.03515625,4.925,5.768,0.33,-2.714,-1.09,-0.393,-5.455,-8.451
10.0390625,5.468,4.468,-0.594,-3.597,-1.413,-5.264,-6.389,-8.672
10.04296875,4.542,-0.405,0.06,-4.155,-1.926,-5.768,-8.357,-6.341
10.046875,4.405,1.366,-1.16,-5.592,-2.208,-5.914,-7.074,-3.587
10.05078125,2.787,1.43,-4.988,-4.778,-5.536,-8.814,-3.676,-1.951
10.0546875,2.832,0.393,-4.657,-5.877,-5.258,-5.836,-5.059,-0.615
10.05859375,1.219,-2.883,-5.675,-7.672,-6.324,-7.607,-4.37,1.223
10.0625,1.747,-3.329,-4.001,-7.666,-6.169,-5.917,-1.293,1.862
10.06640625,-1.836,-6.691,-5.382,-5.032,-8.599,-5.95,-1.677,3.678
10.0703125,-1.5,-5.948,-8.875,-1.654,-8.4,-2.5,0.864,5.276
10.07421875,-4.168,-5.731,-5.66,-2.818,-5.681,-3.121,3.43,7.004
10.078125,-4.386,-5.59,-4.013,0.341,-6.658,-0.263,3.288,8.606
10.08203125,-6.021,-5.95,-3.921,2.612,-3.846,0.69,3.369,8.362
10.0859375,-6.03,-6.669,-2.618,4.41,-2.387,1.233,6.503,6.644
10.08984375,-6.502,-3.776,1.705,3.384,-4.689,1.524,8.621,6.482
10.09375,-8.468,-2.123,1.092,4.327,-2.337,5.187,8.33,4.182
10.09765625,-4.607,-1.251,1.274,6.092,0.109,3.235,7.425,3.325
10.1015625,-4.787,-1.161,1.751,5.977,-1.644,5.661,6.576,1.987
10.10546875,-3.165,1.963,5.051,4.201,3.512,6.369,4.848,-0.512
10.109375,-4.862,2.378,6.186,5.907,3.573,8.569,3.458,-4.748
10.11328125,-4.077,1.951,8.576,3.768,4.286,8.139,2.686,-3.791
10.1171875,0.632,3.89,6.701,1.018,2.974,7.075,-1.017,-6.132
10.12109375,-0.663,4.756,5.994,0.963,7.043,5.521,-0.006,-8.055
10.125,-1.526,9.57,3.933,0.118,8.497,3.007,-0.704,-6.244
10.12890625,1.326,6.892,5.423,-3.08,6.543,2.082,-7.015,-8.426
10.1328125,2.577,4.827,1.693,-3.79,8.392,5.078,-4.406,-5.185
10.13671875,3.537,7.392,4.669,-5.566,7.703,-0.746,-6.268,-5.796
10.140625,3.957,6.604,-0.769,-8.652,6.41,0.191,-6.514,-2.781
10.14453125,4.773,5.277,-3.088,-5.727,5.501,-3.473,-7.185,-0.565
10.1484375,6.248,5.687,-2.044,-7.242,0.943,-5.02,-8.616,0.464
10.15234375,8.096,3.517,-2.807,-6.119,1.732,-4.841,-5.278,2.947
10.15625,4.865,1.766,-7.753,-4.562,3.057,-6.74,-3.882,3.384
10.16015625,7.244,-0.249,-7.523,-2.006,0.074,-6.83,-4.201,5.974
10.1640625,3.524,-1.088,-5.231,-1.201,-0.093,-7.533,-0.595,4.431
10.16796875,4.705,-2.552,-4.289,1.8,-3.04,-7.354,1.58,5.989
10.171875,5.154,-3.768,-6.857,1.598,-6.647,-5.384,2.152,5.733
10.17578125,5.181,-4.777,-4.84,3.627,-4.797,-5.82,2.494,6.641
10.1796875,2.301,-6.367,-2.555,4.185,-4.208,-5.043,3.76,6.442
10.18359375,-0.795,-5.672,-2.735,5.246,-5.725,-4.209,7.168,2.991
10.1875,0.187,-6.975,-1.166,6.226,-10.0,-3.54,8.634,1.863
10.19140625,-2.197,-5.236,1.322,8.217,-5.841,-0.641,8.392,1.919
10.1953125,-2.047,-4.928,0.8,6.727,-6.41,-0.236,8.347,1.303
10.19921875,-2.82,-6.26,3.437,6.315,-4.169,1.313,6.483,-2.144
10.203125,-3.825,-2.736,5.513,4.107,-6.574,2.364,3.681,-4.01
10.20703125,-5.268,-2.691,8.478,3.019,-5.693,6.198,4.901,-3.479
10.2109375,-5.842,-2.451,4.703,-0.283,-2.285,6.225,2.328,-6.612
10.21484375,-5.574,-0.051,5.857,0.387,-0.014,6.286,2.883,-7.442
10.21875,-7.051,3.175,5.848,-2.918,-2.739,6.601,0.539,-8.656
10.22265625,-5.913,2.541,5.249,-5.798,-0.176,5.831,-3.389,-7.216
10.2265625,-3.733,3.355,4.667,-6.409,1.591,7.025,-1.288,-3.705
10.23046875,-5.757,4.755,2.746,-8.583,3.795,5.184,-2.772,-2.273
10.234375,-4.532,9.164,3.471,-8.544,6.256,5.013,-6.895,-4.045
10.23828125,-3.817,6.622,0.961,-7.743,6.343,3.114,-6.99,-1.75
10.2421875,-2.151,6.138,-0.785,-3.038,4.088,0.791,-7.985,0.188
10.24609375,-1.264,5.405,-0.334,-2.36,7.925,0.576,-7.132,0.88
10.25,0.371,7.761,-3.035,-4.538,5.296,-2.793,-5.439,3.244
10.25390625,3.787,3.931,-5.747,-2.605,8.262,-2.071,-3.992,6.052
10.2578125,1.92,6.229,-8.004,0.566,5.637,-4.355,-4.669,6.991
10.26171875,5.024,4.827,-5.801,2.354,7.791,-5.55,-0.19,7.211
10.265625,4.811,2.618,-7.554,3.802,5.216,-7.206,-0.387,7.534
10.26953125,5.387,1.061,-5.02,4.238,4.299,-6.624,2.761,5.32
10.2734375,4.097,-0.576,-3.77,6.956,4.336,-6.297,3.6,5.22
10.27734375,6.378,-1.501,-2.536,5.206,2.279,-5.97,3.744,4.546
10.28125,5.986,-3.705,-1.758,5.971,2.052,-6.523,4.954,1.32
10.28515625,6.447,-6.448,-2.647,5.648,1.009,-5.955,7.472,-1.168
10.2890625,5.525,-5.309,1.661,6.212,1.484,-4.168,6.059,-2.56
10.29296875,4.748,-4.403,2.054,6.081,-3.334,-2.971,9.557,-3.573
10.296875,3.969,-6.463,4.059,1.558,-2.147,-3.228,7.001,-7.207
10.30078125,6.367,-4.261,4.49,2.363,-3.1,-1.466,6.115,-6.141
10.3046875,1.051,-5.956,4.679,0.297,-8.242,2.231,8.045,-5.784
10.30859375,3.081,-6.489,6.76,-1.411,-3.855,2.227,5.048,-8.107
10.3125,0.159,-6.385,8.231,-2.887,-7.119,3.546,3.947,-7.758
10.31640625,-2.515,-3.989,6.657,-4.203,-7.469,3.189,0.528,-7.169
10.3203125,-2.623,-3.244,6.824,-6.495,-7.626,6.938,-0.22,-3.999
